id,Source,Target,Type,weight,book,weight_inv
1832,Daenerys-Targaryen,Kraznys-mo-Nakloz,Undirected,16,3.0,0.0625
1833,Daenerys-Targaryen,Mero,Undirected,5,3.0,0.2
1834,Daenerys-Targaryen,Missandei,Undirected,26,3.0,0.038461538461538464
1835,Daenerys-Targaryen,Oznak-zo-Pahl,Undirected,4,3.0,0.25
1836,Daenerys-Targaryen,Rakharo,Undirected,7,3.0,0.14285714285714285
1837,Daenerys-Targaryen,Rhaegar-Targaryen,Undirected,13,3.0,0.07692307692307693
1838,Daenerys-Targaryen,Rhaegel-Targaryen,Undirected,5,3.0,0.2
1839,Daenerys-Targaryen,Robert-Baratheon,Undirected,8,3.0,0.125
1840,Daenerys-Targaryen,Viserys-Targaryen,Undirected,8,3.0,0.125
1841,Daeron-I-Targaryen,Shireen-Baratheon,Undirected,3,3.0,0.3333333333333333
1842,Dalla,Jon-Snow,Undirected,6,3.0,0.16666666666666666
1843,Dalla,Mance-Rayder,Undirected,10,3.0,0.1
1844,Dalla,Val,Undirected,7,3.0,0.14285714285714285
1845,Davos-Seaworth,Devan-Seaworth,Undirected,5,3.0,0.2
1846,Davos-Seaworth,Edric-Storm,Undirected,19,3.0,0.05263157894736842
1847,Davos-Seaworth,Guncer-Sunglass,Undirected,3,3.0,0.3333333333333333
1848,Davos-Seaworth,Joffrey-Baratheon,Undirected,10,3.0,0.1
1849,Davos-Seaworth,Khorane-Sathmantes,Undirected,4,3.0,0.25
1850,Davos-Seaworth,Lamprey,Undirected,8,3.0,0.125
1851,Davos-Seaworth,Melisandre,Undirected,40,3.0,0.025
1852,Davos-Seaworth,Porridge,Undirected,6,3.0,0.16666666666666666
1853,Davos-Seaworth,Pylos,Undirected,15,3.0,0.06666666666666668
1854,Davos-Seaworth,Salladhor-Saan,Undirected,22,3.0,0.045454545454545456
1855,Davos-Seaworth,Selyse-Florent,Undirected,6,3.0,0.16666666666666666
1856,Davos-Seaworth,Shireen-Baratheon,Undirected,9,3.0,0.1111111111111111
1857,Davos-Seaworth,Stannis-Baratheon,Undirected,52,3.0,0.019230769230769232
1858,Denys-Mallister,Eddison-Tollett,Undirected,3,3.0,0.3333333333333333
1859,Denys-Mallister,Janos-Slynt,Undirected,3,3.0,0.3333333333333333
1860,Denys-Mallister,Othell-Yarwyck,Undirected,4,3.0,0.25
1861,Denys-Mallister,Pypar,Undirected,4,3.0,0.25
1862,Denys-Mallister,Samwell-Tarly,Undirected,14,3.0,0.07142857142857142
1863,Desmond-Grell,Edmure-Tully,Undirected,4,3.0,0.25
1864,Desmond-Grell,Robb-Stark,Undirected,4,3.0,0.25
1865,Desmond-Grell,Utherydes-Wayn,Undirected,6,3.0,0.16666666666666666
1866,Devan-Seaworth,Pylos,Undirected,3,3.0,0.3333333333333333
1867,Devan-Seaworth,Stannis-Baratheon,Undirected,4,3.0,0.25
1868,Dick-Follard,Jon-Snow,Undirected,3,3.0,0.3333333333333333
1869,Dick-Follard,Satin,Undirected,5,3.0,0.2
1870,Dirk,Samwell-Tarly,Undirected,4,3.0,0.25
1871,Donal-Noye,Jeor-Mormont,Undirected,4,3.0,0.25
1872,Donal-Noye,Jon-Snow,Undirected,33,3.0,0.030303030303030307
1873,Donal-Noye,Mag-Mar-Tun-Doh-Weg,Undirected,6,3.0,0.16666666666666666
1874,Donal-Noye,Mance-Rayder,Undirected,3,3.0,0.3333333333333333
1875,Donal-Noye,Qhorin-Halfhand,Undirected,3,3.0,0.3333333333333333
1876,Donal-Noye,Stannis-Baratheon,Undirected,4,3.0,0.25
1877,Dontos-Hollard,Joffrey-Baratheon,Undirected,10,3.0,0.1
1878,Dontos-Hollard,Lothor-Brune,Undirected,3,3.0,0.3333333333333333
1879,Dontos-Hollard,Moon-Boy,Undirected,3,3.0,0.3333333333333333
1880,Dontos-Hollard,Petyr-Baelish,Undirected,4,3.0,0.25
1881,Dontos-Hollard,Sansa-Stark,Undirected,13,3.0,0.07692307692307693
1882,Dontos-Hollard,Tyrion-Lannister,Undirected,7,3.0,0.14285714285714285
1883,Dontos-Hollard,Willas-Tyrell,Undirected,3,3.0,0.3333333333333333
1884,Doran-Martell,Gregor-Clegane,Undirected,3,3.0,0.3333333333333333
1885,Doran-Martell,Oberyn-Martell,Undirected,4,3.0,0.25
1886,Doran-Martell,Tyrion-Lannister,Undirected,10,3.0,0.1
1887,Drogo,Irri,Undirected,3,3.0,0.3333333333333333
1888,Drogo,Jorah-Mormont,Undirected,8,3.0,0.125
1889,Dunsen,Gregor-Clegane,Undirected,11,3.0,0.09090909090909093
1890,Dunsen,Ilyn-Payne,Undirected,6,3.0,0.16666666666666666
1891,Dunsen,Joffrey-Baratheon,Undirected,6,3.0,0.16666666666666666
1892,Dunsen,Meryn-Trant,Undirected,6,3.0,0.16666666666666666
1893,Dunsen,Polliver,Undirected,9,3.0,0.1111111111111111
1894,Dunsen,Rafford,Undirected,10,3.0,0.1
1895,Dunsen,Sandor-Clegane,Undirected,7,3.0,0.14285714285714285
1896,Dunsen,Tickler,Undirected,9,3.0,0.1111111111111111
1897,Dywen,Eddison-Tollett,Undirected,5,3.0,0.2
1898,Dywen,Grenn,Undirected,4,3.0,0.25
1899,Dywen,Jeor-Mormont,Undirected,4,3.0,0.25
1900,Dywen,Samwell-Tarly,Undirected,6,3.0,0.16666666666666666
1901,Eddard-Stark,Gregor-Clegane,Undirected,3,3.0,0.3333333333333333
1902,Eddard-Stark,Jaime-Lannister,Undirected,6,3.0,0.16666666666666666
1903,Eddard-Stark,Joffrey-Baratheon,Undirected,3,3.0,0.3333333333333333
1904,Eddard-Stark,Jon-Snow,Undirected,4,3.0,0.25
1905,Eddard-Stark,Rickon-Stark,Undirected,8,3.0,0.125
1906,Eddard-Stark,Robb-Stark,Undirected,13,3.0,0.07692307692307693
1907,Eddard-Stark,Robert-Baratheon,Undirected,7,3.0,0.14285714285714285
1908,Eddard-Stark,Sandor-Clegane,Undirected,4,3.0,0.25
1909,Eddard-Stark,Sansa-Stark,Undirected,6,3.0,0.16666666666666666
1910,Eddard-Stark,Torrhen-Stark,Undirected,3,3.0,0.3333333333333333
1911,Eddard-Stark,Tyrion-Lannister,Undirected,3,3.0,0.3333333333333333
1912,Eddison-Tollett,Grenn,Undirected,13,3.0,0.07692307692307693
1913,Eddison-Tollett,Jeor-Mormont,Undirected,5,3.0,0.2
1914,Eddison-Tollett,Othell-Yarwyck,Undirected,3,3.0,0.3333333333333333
1915,Eddison-Tollett,Pypar,Undirected,5,3.0,0.2
1916,Eddison-Tollett,Samwell-Tarly,Undirected,15,3.0,0.06666666666666668
1917,Eddison-Tollett,Watt,Undirected,3,3.0,0.3333333333333333
1918,Edmure-Tully,Elmar-Frey,Undirected,3,3.0,0.3333333333333333
1919,Edmure-Tully,Hoster-Tully,Undirected,11,3.0,0.09090909090909093
1920,Edmure-Tully,Jaime-Lannister,Undirected,4,3.0,0.25
1921,Edmure-Tully,Lothar-Frey,Undirected,4,3.0,0.25
1922,Edmure-Tully,Marq-Piper,Undirected,5,3.0,0.2
1923,Edmure-Tully,Robb-Stark,Undirected,34,3.0,0.029411764705882356
1924,Edmure-Tully,Roslin-Frey,Undirected,15,3.0,0.06666666666666668
1925,Edmure-Tully,Tansy,Undirected,3,3.0,0.3333333333333333
1926,Edmure-Tully,Tywin-Lannister,Undirected,3,3.0,0.3333333333333333
1927,Edmure-Tully,Walder-Frey,Undirected,9,3.0,0.1111111111111111
1928,Edric-Storm,Pylos,Undirected,9,3.0,0.1111111111111111
1929,Edric-Storm,Robert-Baratheon,Undirected,3,3.0,0.3333333333333333
1930,Edric-Storm,Shireen-Baratheon,Undirected,3,3.0,0.3333333333333333
1931,Edric-Storm,Stannis-Baratheon,Undirected,6,3.0,0.16666666666666666
1932,Elia-Martell,Gregor-Clegane,Undirected,7,3.0,0.14285714285714285
1933,Elia-Martell,Jaime-Lannister,Undirected,4,3.0,0.25
1934,Elia-Martell,Oberyn-Martell,Undirected,9,3.0,0.1111111111111111
1935,Elia-Martell,Rhaegar-Targaryen,Undirected,7,3.0,0.14285714285714285
1936,Elia-Martell,Tyrion-Lannister,Undirected,6,3.0,0.16666666666666666
1937,Elinor-Tyrell,Megga-Tyrell,Undirected,8,3.0,0.125
1938,Elinor-Tyrell,Sansa-Stark,Undirected,5,3.0,0.2
1939,Ellaria-Sand,Oberyn-Martell,Undirected,7,3.0,0.14285714285714285
1940,Ellaria-Sand,Tyrion-Lannister,Undirected,4,3.0,0.25
1941,Elmar-Frey,Jaime-Lannister,Undirected,6,3.0,0.16666666666666666
1942,Elmar-Frey,Robb-Stark,Undirected,9,3.0,0.1111111111111111
1943,Elmar-Frey,Roose-Bolton,Undirected,3,3.0,0.3333333333333333
1944,Elmar-Frey,Tywin-Lannister,Undirected,3,3.0,0.3333333333333333
1945,Elmar-Frey,Walder-Frey,Undirected,6,3.0,0.16666666666666666
1946,Errok,Grigg,Undirected,7,3.0,0.14285714285714285
1947,Errok,Jon-Snow,Undirected,4,3.0,0.25
1948,Errok,Styr,Undirected,3,3.0,0.3333333333333333
1949,Galbart-Glover,Robett-Glover,Undirected,3,3.0,0.3333333333333333
1950,Galyeon-of-Cuy,Tyrion-Lannister,Undirected,3,3.0,0.3333333333333333
1951,Garlan-Tyrell,Joffrey-Baratheon,Undirected,6,3.0,0.16666666666666666
1952,Garlan-Tyrell,Leonette-Fossoway,Undirected,3,3.0,0.3333333333333333
1953,Garlan-Tyrell,Loras-Tyrell,Undirected,6,3.0,0.16666666666666666
1954,Garlan-Tyrell,Sansa-Stark,Undirected,5,3.0,0.2
1955,Garlan-Tyrell,Tyrion-Lannister,Undirected,11,3.0,0.09090909090909093
1956,Garlan-Tyrell,Willas-Tyrell,Undirected,3,3.0,0.3333333333333333
1957,Gawen-Westerling,Jeyne-Westerling,Undirected,3,3.0,0.3333333333333333
1958,Gawen-Westerling,Sybell-Spicer,Undirected,3,3.0,0.3333333333333333
1959,Gendel,Gorne,Undirected,3,3.0,0.3333333333333333
1960,Gendel,Jon-Snow,Undirected,3,3.0,0.3333333333333333
1961,Gendry,Greenbeard,Undirected,3,3.0,0.3333333333333333
1962,Gendry,Harwin,Undirected,8,3.0,0.125
1963,Gendry,Hot-Pie,Undirected,30,3.0,0.03333333333333333
1964,Gendry,Lem,Undirected,9,3.0,0.1111111111111111
1965,Gendry,Merrit,Undirected,3,3.0,0.3333333333333333
1966,Gendry,Robert-Baratheon,Undirected,3,3.0,0.3333333333333333
1967,Gendry,Sandor-Clegane,Undirected,5,3.0,0.2
1968,Gendry,Thoros-of-Myr,Undirected,8,3.0,0.125
1969,Gendry,Tom-of-Sevenstreams,Undirected,10,3.0,0.1
1970,Gerold-Hightower,Jaime-Lannister,Undirected,4,3.0,0.25
1971,Gerold-Hightower,Lewyn-Martell,Undirected,3,3.0,0.3333333333333333
1972,Gilly,Jojen-Reed,Undirected,3,3.0,0.3333333333333333
1973,Gilly,Jon-Snow,Undirected,8,3.0,0.125
1974,Gilly,Mance-Rayder,Undirected,6,3.0,0.16666666666666666
1975,Gilly,Meera-Reed,Undirected,3,3.0,0.3333333333333333
1976,Gilly,Samwell-Tarly,Undirected,35,3.0,0.028571428571428567
1977,Gilly,Small-Paul,Undirected,3,3.0,0.3333333333333333
1978,Gorne,Jon-Snow,Undirected,3,3.0,0.3333333333333333
1979,Grazdan-mo-Eraz,Mero,Undirected,3,3.0,0.3333333333333333
1980,Greenbeard,Harwin,Undirected,4,3.0,0.25
1981,Greenbeard,Lem,Undirected,12,3.0,0.08333333333333333
1982,Greenbeard,Thoros-of-Myr,Undirected,3,3.0,0.3333333333333333
1983,Greenbeard,Tom-of-Sevenstreams,Undirected,4,3.0,0.25
1984,Gregor-Clegane,Helman-Tallhart,Undirected,3,3.0,0.3333333333333333
1985,Gregor-Clegane,Ilyn-Payne,Undirected,7,3.0,0.14285714285714285
1986,Gregor-Clegane,Jaime-Lannister,Undirected,7,3.0,0.14285714285714285
1987,Gregor-Clegane,Joffrey-Baratheon,Undirected,9,3.0,0.1111111111111111
1988,Gregor-Clegane,Meryn-Trant,Undirected,6,3.0,0.16666666666666666
1989,Gregor-Clegane,Oberyn-Martell,Undirected,39,3.0,0.02564102564102564
1990,Gregor-Clegane,Polliver,Undirected,11,3.0,0.09090909090909093
1991,Gregor-Clegane,Rafford,Undirected,12,3.0,0.08333333333333333
1992,Gregor-Clegane,Robb-Stark,Undirected,4,3.0,0.25
1993,Gregor-Clegane,Sandor-Clegane,Undirected,10,3.0,0.1
1994,Gregor-Clegane,Tickler,Undirected,12,3.0,0.08333333333333333
1995,Gregor-Clegane,Tyrion-Lannister,Undirected,23,3.0,0.043478260869565216
1996,Gregor-Clegane,Tywin-Lannister,Undirected,5,3.0,0.2
1997,Grenn,Jeor-Mormont,Undirected,7,3.0,0.14285714285714285
1998,Grenn,Jon-Snow,Undirected,30,3.0,0.03333333333333333
1999,Grenn,Kegs,Undirected,5,3.0,0.2
2000,Grenn,Owen,Undirected,4,3.0,0.25
2001,Grenn,Pypar,Undirected,28,3.0,0.03571428571428571
2002,Grenn,Samwell-Tarly,Undirected,43,3.0,0.02325581395348837
2003,Grenn,Small-Paul,Undirected,3,3.0,0.3333333333333333
2004,Grey-Worm,Jorah-Mormont,Undirected,4,3.0,0.25
2005,Grigg,Jarl,Undirected,3,3.0,0.3333333333333333
2006,Grigg,Jon-Snow,Undirected,5,3.0,0.2
2007,Grisel,Petyr-Baelish,Undirected,3,3.0,0.3333333333333333
2008,Guncer-Sunglass,Melisandre,Undirected,4,3.0,0.25
2009,Gyles-Rosby,Jalabhar-Xho,Undirected,4,3.0,0.25
2010,Halder,Jon-Snow,Undirected,3,3.0,0.3333333333333333
2011,Halder,Todder,Undirected,3,3.0,0.3333333333333333
2012,Hareth-(Moles-Town),Jon-Snow,Undirected,8,3.0,0.125
2013,Hareth-(Moles-Town),Kegs,Undirected,3,3.0,0.3333333333333333
2014,Hareth-(Moles-Town),Mully,Undirected,3,3.0,0.3333333333333333
2015,Hareth-(Moles-Town),Satin,Undirected,5,3.0,0.2
2016,Hareth-(Moles-Town),Spare-Boot,Undirected,3,3.0,0.3333333333333333
2017,Harma,Jarl,Undirected,3,3.0,0.3333333333333333
2018,Harma,Jon-Snow,Undirected,7,3.0,0.14285714285714285
2019,Harma,Mance-Rayder,Undirected,10,3.0,0.1
2020,Harma,Rattleshirt,Undirected,5,3.0,0.2
2021,Harma,Styr,Undirected,4,3.0,0.25
2022,Harma,Tormund,Undirected,4,3.0,0.25
2023,Harma,Varamyr,Undirected,3,3.0,0.3333333333333333
2024,Harma,Weeper,Undirected,3,3.0,0.3333333333333333
2025,Harwin,Lem,Undirected,7,3.0,0.14285714285714285
2026,Harwin,Sandor-Clegane,Undirected,3,3.0,0.3333333333333333
2027,Helman-Tallhart,Randyll-Tarly,Undirected,3,3.0,0.3333333333333333
2028,Helman-Tallhart,Robett-Glover,Undirected,4,3.0,0.25
2029,High-Septon-(Tyrions),Joffrey-Baratheon,Undirected,6,3.0,0.16666666666666666
2030,High-Septon-(Tyrions),Pycelle,Undirected,3,3.0,0.3333333333333333
2031,High-Septon-(Tyrions),Tyrion-Lannister,Undirected,3,3.0,0.3333333333333333
2032,Hobb,Janos-Slynt,Undirected,4,3.0,0.25
2033,Hobb,Othell-Yarwyck,Undirected,3,3.0,0.3333333333333333
2034,Hobb,Owen,Undirected,3,3.0,0.3333333333333333
2035,Hobb,Samwell-Tarly,Undirected,3,3.0,0.3333333333333333
2036,Hodor,Jojen-Reed,Undirected,24,3.0,0.04166666666666666
2037,Hodor,Meera-Reed,Undirected,28,3.0,0.03571428571428571
2038,Hoster-Tully,Jaime-Lannister,Undirected,4,3.0,0.25
2039,Hoster-Tully,Lothar-Frey,Undirected,5,3.0,0.2
2040,Hoster-Tully,Lysa-Arryn,Undirected,6,3.0,0.16666666666666666
2041,Hoster-Tully,Robb-Stark,Undirected,4,3.0,0.25
2042,Hoster-Tully,Tansy,Undirected,5,3.0,0.2
2043,Hoster-Tully,Vyman,Undirected,4,3.0,0.25
2044,Hot-Pie,Lem,Undirected,7,3.0,0.14285714285714285
2045,Hot-Pie,Sharna,Undirected,3,3.0,0.3333333333333333
2046,Hot-Pie,Tom-of-Sevenstreams,Undirected,4,3.0,0.25
2047,Husband,Lem,Undirected,4,3.0,0.25
2048,Ilyn-Payne,Joffrey-Baratheon,Undirected,9,3.0,0.1111111111111111
2049,Ilyn-Payne,Meryn-Trant,Undirected,6,3.0,0.16666666666666666
2050,Ilyn-Payne,Polliver,Undirected,5,3.0,0.2
2051,Ilyn-Payne,Rafford,Undirected,6,3.0,0.16666666666666666
2052,Ilyn-Payne,Sandor-Clegane,Undirected,5,3.0,0.2
2053,Ilyn-Payne,Tickler,Undirected,6,3.0,0.16666666666666666
2054,Ilyn-Payne,Tyrion-Lannister,Undirected,6,3.0,0.16666666666666666
2055,Irri,Jhiqui,Undirected,15,3.0,0.06666666666666668
2056,Irri,Jorah-Mormont,Undirected,3,3.0,0.3333333333333333
2057,Irri,Missandei,Undirected,4,3.0,0.25
2058,Jack-Be-Lucky,Lem,Undirected,5,3.0,0.2
2059,Jack-Bulwer,Thoros-of-Myr,Undirected,5,3.0,0.2
2060,Jaime-Lannister,Joffrey-Baratheon,Undirected,21,3.0,0.047619047619047616
2061,Jaime-Lannister,Lem,Undirected,6,3.0,0.16666666666666666
2062,Jaime-Lannister,Loras-Tyrell,Undirected,24,3.0,0.04166666666666666
2063,Jaime-Lannister,Lysa-Arryn,Undirected,3,3.0,0.3333333333333333
2064,Jaime-Lannister,Meryn-Trant,Undirected,9,3.0,0.1111111111111111
2065,Jaime-Lannister,Oberyn-Martell,Undirected,3,3.0,0.3333333333333333
2066,Jaime-Lannister,Osmund-Kettleblack,Undirected,5,3.0,0.2
2067,Jaime-Lannister,Qyburn,Undirected,21,3.0,0.047619047619047616
2068,Jaime-Lannister,Renly-Baratheon,Undirected,9,3.0,0.1111111111111111
2069,Jaime-Lannister,Rickard-Karstark,Undirected,4,3.0,0.25
2070,Jaime-Lannister,Robb-Stark,Undirected,17,3.0,0.05882352941176471
2071,Jaime-Lannister,Robert-Baratheon,Undirected,18,3.0,0.05555555555555555
2072,Jaime-Lannister,Robin-Ryger,Undirected,9,3.0,0.1111111111111111
2073,Jaime-Lannister,Roose-Bolton,Undirected,17,3.0,0.05882352941176471
2074,Jaime-Lannister,Rorge,Undirected,9,3.0,0.1111111111111111
2075,Jaime-Lannister,Sansa-Stark,Undirected,9,3.0,0.1111111111111111
2076,Jaime-Lannister,Shagwell,Undirected,4,3.0,0.25
2077,Jaime-Lannister,Stannis-Baratheon,Undirected,6,3.0,0.16666666666666666
2078,Jaime-Lannister,Thoros-of-Myr,Undirected,3,3.0,0.3333333333333333
2079,Jaime-Lannister,Tommen-Baratheon,Undirected,10,3.0,0.1
2080,Jaime-Lannister,Tyrion-Lannister,Undirected,33,3.0,0.030303030303030307
2081,Jaime-Lannister,Tywin-Lannister,Undirected,16,3.0,0.0625
2082,Jaime-Lannister,Urswyck,Undirected,11,3.0,0.09090909090909093
2083,Jaime-Lannister,Vargo-Hoat,Undirected,16,3.0,0.0625
2084,Jaime-Lannister,Varys,Undirected,5,3.0,0.2
2085,Jaime-Lannister,Walton,Undirected,18,3.0,0.05555555555555555
2086,Janos-Slynt,Jon-Snow,Undirected,10,3.0,0.1
2087,Janos-Slynt,Mance-Rayder,Undirected,6,3.0,0.16666666666666666
2088,Janos-Slynt,Othell-Yarwyck,Undirected,9,3.0,0.1111111111111111
2089,Janos-Slynt,Samwell-Tarly,Undirected,7,3.0,0.14285714285714285
2090,Janos-Slynt,Stannis-Baratheon,Undirected,4,3.0,0.25
2091,Janos-Slynt,Tyrion-Lannister,Undirected,5,3.0,0.2
2092,Jarl,Jon-Snow,Undirected,21,3.0,0.047619047619047616
2093,Jarl,Mance-Rayder,Undirected,8,3.0,0.125
2094,Jarl,Rattleshirt,Undirected,6,3.0,0.16666666666666666
2095,Jarl,Styr,Undirected,16,3.0,0.0625
2096,Jarl,Val,Undirected,5,3.0,0.2
2097,Jarl,Ygritte,Undirected,6,3.0,0.16666666666666666
2098,Jason-Mallister,Tytos-Blackwood,Undirected,3,3.0,0.3333333333333333
2099,Jeor-Mormont,Jon-Snow,Undirected,19,3.0,0.05263157894736842
2100,Jeor-Mormont,Lark,Undirected,3,3.0,0.3333333333333333
2101,Jeor-Mormont,Othell-Yarwyck,Undirected,3,3.0,0.3333333333333333
2102,Jeor-Mormont,Qhorin-Halfhand,Undirected,6,3.0,0.16666666666666666
2103,Jeor-Mormont,Samwell-Tarly,Undirected,23,3.0,0.043478260869565216
2104,Jeor-Mormont,Small-Paul,Undirected,3,3.0,0.3333333333333333
2105,Jeor-Mormont,Thoren-Smallwood,Undirected,8,3.0,0.125
2106,Jeor-Mormont,Tyrion-Lannister,Undirected,4,3.0,0.25
2107,Jeyne-Westerling,Lothar-Frey,Undirected,4,3.0,0.25
2108,Jeyne-Westerling,Robb-Stark,Undirected,21,3.0,0.047619047619047616
2109,Jeyne-Westerling,Walder-Frey,Undirected,5,3.0,0.2
2110,Jhiqui,Jorah-Mormont,Undirected,5,3.0,0.2
2111,Jhiqui,Missandei,Undirected,5,3.0,0.2
2112,Jhogo,Rakharo,Undirected,4,3.0,0.25
2113,Joanna-Lannister,Tywin-Lannister,Undirected,4,3.0,0.25
2114,Joffrey-Baratheon,Jon-Snow,Undirected,4,3.0,0.25
2115,Joffrey-Baratheon,Kevan-Lannister,Undirected,11,3.0,0.09090909090909093
2116,Joffrey-Baratheon,Loras-Tyrell,Undirected,12,3.0,0.08333333333333333
2117,Joffrey-Baratheon,Mace-Tyrell,Undirected,10,3.0,0.1
2118,Joffrey-Baratheon,Mance-Rayder,Undirected,5,3.0,0.2
2119,Joffrey-Baratheon,Margaery-Tyrell,Undirected,44,3.0,0.022727272727272728
2120,Joffrey-Baratheon,Melisandre,Undirected,4,3.0,0.25
2121,Joffrey-Baratheon,Meryn-Trant,Undirected,12,3.0,0.08333333333333333
2122,Joffrey-Baratheon,Mycah,Undirected,3,3.0,0.3333333333333333
2123,Joffrey-Baratheon,Myrcella-Baratheon,Undirected,6,3.0,0.16666666666666666
2124,Joffrey-Baratheon,Oberyn-Martell,Undirected,8,3.0,0.125
2125,Joffrey-Baratheon,Olenna-Redwyne,Undirected,3,3.0,0.3333333333333333
2126,Joffrey-Baratheon,Osmund-Kettleblack,Undirected,9,3.0,0.1111111111111111
2127,Joffrey-Baratheon,Paxter-Redwyne,Undirected,5,3.0,0.2
2128,Joffrey-Baratheon,Petyr-Baelish,Undirected,8,3.0,0.125
2129,Joffrey-Baratheon,Polliver,Undirected,6,3.0,0.16666666666666666
2130,Joffrey-Baratheon,Pycelle,Undirected,9,3.0,0.1111111111111111
2131,Joffrey-Baratheon,Rafford,Undirected,6,3.0,0.16666666666666666
2132,Joffrey-Baratheon,Renly-Baratheon,Undirected,5,3.0,0.2
2133,Joffrey-Baratheon,Robb-Stark,Undirected,14,3.0,0.07142857142857142
2134,Joffrey-Baratheon,Robert-Baratheon,Undirected,9,3.0,0.1111111111111111
2135,Joffrey-Baratheon,Sandor-Clegane,Undirected,16,3.0,0.0625
2136,Joffrey-Baratheon,Sansa-Stark,Undirected,53,3.0,0.018867924528301886
2137,Joffrey-Baratheon,Selyse-Florent,Undirected,3,3.0,0.3333333333333333
2138,Joffrey-Baratheon,Shae,Undirected,3,3.0,0.3333333333333333
2139,Joffrey-Baratheon,Shireen-Baratheon,Undirected,3,3.0,0.3333333333333333
2140,Joffrey-Baratheon,Stannis-Baratheon,Undirected,17,3.0,0.05882352941176471
2141,Joffrey-Baratheon,Tickler,Undirected,6,3.0,0.16666666666666666
2142,Joffrey-Baratheon,Tommen-Baratheon,Undirected,20,3.0,0.05
2143,Joffrey-Baratheon,Tyrion-Lannister,Undirected,95,3.0,0.010526315789473684
2144,Joffrey-Baratheon,Tywin-Lannister,Undirected,23,3.0,0.043478260869565216
2145,Joffrey-Baratheon,Varys,Undirected,6,3.0,0.16666666666666666
2146,Jojen-Reed,Meera-Reed,Undirected,34,3.0,0.029411764705882356
2147,Jojen-Reed,Samwell-Tarly,Undirected,10,3.0,0.1
2148,Jon-Arryn,Lysa-Arryn,Undirected,4,3.0,0.25
2149,Jon-Arryn,Robert-Arryn,Undirected,3,3.0,0.3333333333333333
2150,Jon-Arryn,Robert-Baratheon,Undirected,4,3.0,0.25
2151,Jon-Snow,Kegs,Undirected,5,3.0,0.2
2152,Jon-Snow,Mag-Mar-Tun-Doh-Weg,Undirected,3,3.0,0.3333333333333333
2153,Jon-Snow,Mance-Rayder,Undirected,83,3.0,0.012048192771084338
2154,Jon-Snow,Melisandre,Undirected,9,3.0,0.1111111111111111
2155,Jon-Snow,Mully,Undirected,4,3.0,0.25
2156,Jon-Snow,Orell,Undirected,6,3.0,0.16666666666666666
2157,Jon-Snow,Owen,Undirected,14,3.0,0.07142857142857142
2158,Jon-Snow,Pypar,Undirected,27,3.0,0.037037037037037035
2159,Jon-Snow,Qhorin-Halfhand,Undirected,23,3.0,0.043478260869565216
2160,Jon-Snow,Rattleshirt,Undirected,23,3.0,0.043478260869565216
2161,Jon-Snow,Robb-Stark,Undirected,12,3.0,0.08333333333333333
2162,Jon-Snow,Robert-Baratheon,Undirected,5,3.0,0.2
2163,Jon-Snow,Ryk,Undirected,11,3.0,0.09090909090909093
2164,Jon-Snow,Samwell-Tarly,Undirected,50,3.0,0.02
2165,Jon-Snow,Satin,Undirected,33,3.0,0.030303030303030307
2166,Jon-Snow,Spare-Boot,Undirected,5,3.0,0.2
2167,Jon-Snow,Stannis-Baratheon,Undirected,12,3.0,0.08333333333333333
2168,Jon-Snow,Styr,Undirected,40,3.0,0.025
2169,Jon-Snow,Theon-Greyjoy,Undirected,8,3.0,0.125
2170,Jon-Snow,Tormund,Undirected,23,3.0,0.043478260869565216
2171,Jon-Snow,Val,Undirected,11,3.0,0.09090909090909093
2172,Jon-Snow,Varamyr,Undirected,7,3.0,0.14285714285714285
2173,Jon-Snow,Ygritte,Undirected,54,3.0,0.018518518518518517
2174,Jon-Snow,Zei,Undirected,3,3.0,0.3333333333333333
2175,Jon-Umber-(Greatjon),Jon-Umber-(Smalljon),Undirected,4,3.0,0.25
2176,Jon-Umber-(Greatjon),Maege-Mormont,Undirected,3,3.0,0.3333333333333333
2177,Jon-Umber-(Greatjon),Rickard-Karstark,Undirected,7,3.0,0.14285714285714285
2178,Jon-Umber-(Greatjon),Robb-Stark,Undirected,15,3.0,0.06666666666666668
2179,Jon-Umber-(Greatjon),Robin-Flint,Undirected,3,3.0,0.3333333333333333
2180,Jon-Umber-(Greatjon),Walder-Frey,Undirected,4,3.0,0.25
2181,Jon-Umber-(Greatjon),Wendel-Manderly,Undirected,3,3.0,0.3333333333333333
2182,Jon-Umber-(Smalljon),Robb-Stark,Undirected,5,3.0,0.2
2183,Jonothor-Darry,Lewyn-Martell,Undirected,3,3.0,0.3333333333333333
2184,Jonothor-Darry,Oswell-Whent,Undirected,3,3.0,0.3333333333333333
2185,Jorah-Mormont,Mero,Undirected,9,3.0,0.1111111111111111
2186,Jorah-Mormont,Missandei,Undirected,3,3.0,0.3333333333333333
2187,Jorah-Mormont,Rhaegar-Targaryen,Undirected,5,3.0,0.2
2188,Joramun,Mance-Rayder,Undirected,3,3.0,0.3333333333333333
2189,Kegs,Owen,Undirected,5,3.0,0.2
2190,Kegs,Pypar,Undirected,3,3.0,0.3333333333333333
2191,Kegs,Satin,Undirected,4,3.0,0.25
2192,Kegs,Spare-Boot,Undirected,4,3.0,0.25
2193,Kella,Sansa-Stark,Undirected,3,3.0,0.3333333333333333
